■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-26,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 1980~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
3230,춘희막이,박혁지,(주)하이하버픽쳐스,,"메가박스중앙(주)플러스엠,(주)엣나인필름",2015-09-30,개봉영화,장편,한국,268,"205,281,965","29,473","94,836,265","13,247",다큐멘터리,12세이상관람가,독립/예술영화
3231,북클럽,빌 홀더먼,,(주)영화사 진진,(주)영화사 진진,2019-06-20,개봉영화,장편,미국,73,"217,597,690","29,453","140,742,210","18,448",코미디,15세이상관람가,독립/예술영화
3232,너브,"헨리 유스트,아리엘 슐만",,(주)누보필림,(주)박수엔터테인먼트,2017-01-11,개봉영화,장편,미국,151,"239,275,800","29,441","67,132,300","8,103",어드벤처,15세이상관람가,일반영화
3233,미스틱 리버,클린트 이스트우드,,,워너브러더스 코리아(주),2003-12-05,개봉영화,장편,미국,0,0,"29,400",0,"15,200",미스터리,15세관람가,독립/예술영화
3234,몬태나,스콧 쿠퍼,,판씨네마(주),판씨네마(주),2018-04-19,개봉영화,장편,미국,276,"231,968,300","29,354","92,654,700","11,794",드라마,15세이상관람가,독립/예술영화
3235,휴먼 스테인,로버트 벤튼,미라맥스 필름즈,(주)쇼박스,(주)쇼박스,2004-03-05,개봉영화,장편,미국,0,0,"29,346",0,"15,685",드라마,15세관람가,일반영화
3236,벨과 세바스찬,니콜라 바니에,,그린나래미디어(주),"그린나래미디어(주),주식회사 노버스엔터테인먼트",2014-03-20,개봉영화,장편,프랑스,202,"210,117,000","29,308","90,507,800","12,281",어드벤처,전체관람가,독립/예술영화
3237,역모-반란의 시대,김홍선,"Picsso,(주)원픽쳐스",,(주)스톰픽쳐스코리아,2017-11-23,개봉영화,장편,한국,355,"212,967,300","29,294","65,901,800","8,430",사극,15세이상관람가,일반영화
3238,아이돌 마스터 무비 : 빛의 저편으로!,니시고리 아츠시,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-11-19,개봉영화,장편,일본,55,"212,428,000","29,287","113,066,000","15,357",애니메이션,전체관람가,독립/예술영화
3239,에브리데이,마이클 수지,,그린나래미디어(주),"그린나래미디어(주),(주)홈초이스",2018-10-11,개봉영화,장편,미국,128,"260,023,700","29,283","82,296,200","9,027",멜로/로맨스,12세이상관람가,독립/예술영화
3240,잉여들의 히치하이킹,이호재,Surplus,,CGV아트하우스,2013-11-28,개봉영화,장편,한국,31,"202,555,800","29,281","112,822,800","15,264",다큐멘터리,12세이상관람가,독립/예술영화
3241,왕이 될 아이,조 코니쉬,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-01-16,개봉영화,장편,미국,264,"229,649,450","29,236","79,851,200","9,844",어드벤처,전체관람가,일반영화
3242,비상,박정훈,(주)디디오엘필름,,(주)성원아이컴,2009-12-03,개봉영화,장편,한국,160,"223,314,380","29,223","66,587,500","8,327",액션,청소년관람불가,일반영화
3243,리빙보이 인 뉴욕,마크 웹,,주식회사 더쿱,주식회사 더쿱,2017-11-09,개봉영화,장편,미국,158,"239,323,800","29,217","119,275,800","14,234",멜로/로맨스,15세이상관람가,독립/예술영화
3244,무간도2 - 혼돈의 시대,"유위강,맥조휘",브에나비스타인터내셔널,,태창엔터테인먼트(주),2003-12-05,개봉영화,장편,홍콩,0,0,"29,120",0,"13,360",범죄,15세관람가,독립/예술영화
3245,꼬마잠수함 올리,헤 질리,,예지림엔터테인먼트,예지림엔터테인먼트,2014-10-16,개봉영화,장편,중국,232,"196,511,300","29,114","41,250,000","5,479",애니메이션,전체관람가,독립/예술영화
3246,폭력써클,박기형,"(주)태원엔터테인먼트,(주)다다픽쳐스",,(주)쇼박스,2006-10-19,개봉영화,장편,한국,0,0,"29,110",0,"9,851",액션,18세관람가,일반영화
3247,"다시, 봄",정용주,(주)26컴퍼니,,(주)스마일이엔티,2019-04-17,개봉영화,장편,한국,360,"233,916,700","29,048","97,696,430","11,519",드라마,12세이상관람가,독립/예술영화
3248,러브 인 클라우즈,존 듀이건,,(주)코랄픽쳐스,예지림엔터테인먼트,2008-12-31,개봉영화,장편,호주,34,"199,109,613","29,033","100,985,000","14,248",드라마,15세이상관람가,일반영화
3249,데스노트: 더 뉴 월드,사토 신스케,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-29,개봉영화,장편,일본,309,"220,886,363","28,723","80,445,063","10,121",범죄,15세이상관람가,일반영화
3250,무협,진가신,,(주)봄비,(주)넥스트엔터테인먼트월드(NEW),2011-11-17,개봉영화,장편,홍콩,137,"206,464,500","28,698","62,195,000","8,053",액션,15세이상관람가,일반영화
3251,캐리tv 러브콘서트 더 무비,"정귀호,이민환",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-07,개봉영화,장편,한국,155,"225,815,700","28,679","63,379,600","7,848",공연,전체관람가,일반영화
3252,슈퍼 스파이: 수상한 임무,하비에르 페서,,주식회사 마운틴픽쳐스,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2015-10-15,개봉영화,장편,스페인,173,"207,059,400","28,626","50,831,200","6,557",애니메이션,전체관람가,독립/예술영화
3253,지퍼스 크리퍼스2,빅터 살바,,(주)타이거픽쳐스,(주)오시네마,2003-10-31,개봉영화,장편,미국,0,0,"28,611",0,"9,509",공포(호러),18세관람가,일반영화
3254,헌티드 맨션,롭 민코프,월트디즈니컴퍼니코리아(주),월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-04-15,개봉영화,장편,미국,0,0,"28,611",0,"9,790",코미디,전체관람가,일반영화
3255,분노,이상일,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-03-30,개봉영화,장편,일본,99,"230,315,537","28,567","158,224,837","19,256",스릴러,청소년관람불가,독립/예술영화
3256,굿모닝 맨하탄,가우리 신드,,알토미디어(주),(주)인벤트스톤,2014-02-06,개봉영화,장편,인도,99,"205,346,000","28,548","115,502,000","15,500",코미디,전체관람가,독립/예술영화
3257,머드,제프 니콜스,,"(주)드림웨스트픽쳐스,(주)프레인글로벌",(주)프레인글로벌,2013-11-28,개봉영화,장편,미국,113,"206,252,500","28,507","150,206,000","20,109",드라마,15세이상관람가,독립/예술영화
3258,크리미널 스쿼드,크리스찬 구드가스트,,(주)누리픽쳐스,(주)이수C&E,2018-04-19,개봉영화,장편,미국,361,"236,627,200","28,477","71,926,200","8,659",범죄,15세이상관람가,일반영화
3259,시간,김기덕,(주)김기덕 필름,,스폰지,2006-08-24,개봉영화,장편,한국,0,0,"28,414",0,"20,191",드라마,18세관람가,독립/예술영화
3260,극장판 암살교실 : 365일의 시간,키시 세이지,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2017-03-23,개봉영화,장편,일본,98,"210,398,500","28,364","52,956,500","6,792",애니메이션,12세이상관람가,일반영화
3261,카페 6,오자운,,(주)영화사오원,(주)라이크 콘텐츠,2016-11-16,개봉영화,장편,대만,126,"196,383,500","28,353","70,198,000","9,889",멜로/로맨스,12세이상관람가,독립/예술영화
3262,파울볼,"조정래,김보경",(주)티피에스컴퍼니,,오퍼스픽쳐스(유),2015-04-02,개봉영화,장편,한국,231,"212,849,500","28,324","74,007,100","9,590",다큐멘터리,전체관람가,독립/예술영화
3263,안소니 짐머,제롬 샬레,스튜디오 카날,씨제이엔터테인먼트,씨제이엔터테인먼트,2006-05-11,개봉영화,장편,프랑스,0,0,"28,318",0,"12,800",스릴러,12세관람가,일반영화
3264,버터플라이,필립 뮬,,에이펙스엔터테인먼트,"프리비젼엔터테인먼트,퍼스트런피쳐",2009-01-15,개봉영화,장편,프랑스,28,"192,216,351","28,250","113,556,500","16,375",코미디,전체관람가,독립/예술영화
3265,누구나 아는 비밀,아쉬가르 파라디,,오드,"오드,(주)티캐스트",2019-08-01,개봉영화,장편,스페인,52,"219,286,320","28,243","162,511,570","20,216",드라마,15세이상관람가,독립/예술영화
3266,서프러제트,사라 가브론,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-06-23,개봉영화,장편,미국,18,"227,992,800","28,220","135,715,400","16,397",드라마,12세이상관람가,독립/예술영화
3267,걸즈 앤 판처 극장판,미즈시마 츠토무,,(주)머스트씨무비릴리징컴퍼니,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크",2016-08-25,개봉영화,장편,일본,57,"251,874,100","28,121","157,278,600","17,251",애니메이션,12세이상관람가,일반영화
3268,투 프렌즈,빅터 아즈에프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-29,개봉영화,장편,러시아,273,"199,496,700","28,082","24,109,600","3,069",애니메이션,전체관람가,일반영화
3269,박물관이 진짜 살아있다,"마틴 코틱,이나 예블라니코바",,그린나래미디어(주),(주)팝엔터테인먼트,2018-11-08,개봉영화,장편,체코,252,"204,365,150","28,064","35,475,000","4,326",애니메이션,전체관람가,독립/예술영화
3270,무림여대생,곽재용,"포도필름,파랑새필름",,"(주)베어엔터테인먼트,(주)프라임엔터테인먼트",2008-06-26,개봉영화,장편,한국,205,"176,547,500","28,019","52,145,000","7,746",멜로/로맨스,15세이상관람가,일반영화
3271,마리안느와 마가렛,윤세영,(주)기린제작사,,(주)팝엔터테인먼트,2017-04-20,개봉영화,장편,한국,64,"195,549,400","28,016","33,199,700","4,431",다큐멘터리,전체관람가,독립/예술영화
3272,플레이모빌: 더 무비,리노 디살보,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2019-09-11,개봉영화,장편,캐나다,295,"218,203,260","27,975","59,895,520","7,148",애니메이션,전체관람가,일반영화
3273,문호 스트레이독스 [데드 애플],이가라시 타쿠야,,(주)애니플러스,(주)애니플러스,2018-04-05,개봉영화,장편,일본,79,"213,810,500","27,944","79,492,000","9,885",애니메이션,12세이상관람가,독립/예술영화
3274,그루지 3,토비 윌킨스,,㈜케이디미디어,㈜케이디미디어,2009-08-27,개봉영화,장편,미국,57,"214,232,793","27,904","67,584,000","8,551",공포(호러),15세이상관람가,일반영화
3275,나를 미치게 하는 여자,주드 아패토우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-12-10,개봉영화,장편,미국,161,"208,570,700","27,858","107,755,100","14,876",코미디,청소년관람불가,일반영화
3276,키드냅,루이스 프리에토,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2017-11-22,개봉영화,장편,미국,167,"214,871,800","27,854","74,933,600","9,489",액션,15세이상관람가,독립/예술영화
3277,스페이스 비트윈 어스,피터 첼섬,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,2017-03-16,개봉영화,장편,미국,370,"213,149,361","27,847","78,591,861","9,973",어드벤처,12세이상관람가,독립/예술영화
3278,걸 온 더 트레인,테이트 테일러,,씨제이이앤엠(주),씨제이이앤엠(주),2017-03-09,개봉영화,장편,미국,331,"215,124,500","27,840","72,744,600","9,040",드라마,청소년관람불가,일반영화
3279,영 아담,데이빗 맥킨지,"UK Film Council,스카티쉬 스크린",판씨네마(주),롯데쇼핑㈜롯데엔터테인먼트,2004-12-03,개봉영화,장편,영국,0,0,"27,838",0,"9,821",드라마,18세관람가,일반영화
3280,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,김준,"지엔지엔터테인먼트,(주)가나미디어",,"(주)스폰지이엔티,스폰지",2005-07-28,개봉영화,장편,한국,0,0,"27,830",0,"10,770",액션,전체관람가,일반영화
3281,올드 스쿨,토드 필립스,,씨제이엔터테인먼트,씨제이엔터테인먼트,2003-04-25,개봉영화,장편,미국,0,0,"27,750",0,"7,594",코미디,18세관람가,일반영화
3282,데인저러스 메소드,데이빗 크로넨버그,,(주)영화사폴,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-05-10,개봉영화,장편,영국,97,"209,419,509","27,642","129,062,009","16,296",멜로/로맨스,청소년관람불가,독립/예술영화
3283,마리아 칼라스: 세기의 디바,톰 볼프,,(주)영화사 진진,(주)영화사 진진,2019-07-11,개봉영화,장편,프랑스,26,"202,398,080","27,623","154,693,280","19,720",다큐멘터리,전체관람가,독립/예술영화
3284,페어러브,신연식,"(주) 루스이소니도스,타일씨앤피㈜",,씨제이엔터테인먼트,2010-01-14,개봉영화,장편,한국,44,"205,824,062","27,521","115,432,000","15,174",드라마,12세이상관람가,독립/예술영화
3285,더 시크릿,벵상 뻬레,,쌈지아이비젼영상사업단,(주)프라임엔터테인먼트,2008-01-01,개봉영화,장편,프랑스,93,"183,438,000","27,492","68,181,500","9,772",미스터리,15세이상관람가,일반영화
3286,코비: 블루 엘리펀트의 전설,타위랍 스리우티윙스,,(주)영화사 빅,(주)영화사 빅,2013-12-05,개봉영화,장편,태국,104,"165,671,000","27,463","44,541,500","6,782",애니메이션,전체관람가,일반영화
3287,반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-18,개봉영화,장편,뉴질랜드,58,"350,183,800","27,440","171,901,300","13,453",판타지,12세이상관람가,일반영화
3288,위아 유어 프렌즈,맥스 조셉,,(주)시네마리퍼블릭,씨네그루(주)다우기술,2015-11-12,개봉영화,장편,미국,220,"215,918,400","27,412","81,737,000","9,961",드라마,청소년관람불가,일반영화
3289,팬텀 스레드,폴 토마스 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-08,개봉영화,장편,미국,42,"223,858,100","27,403","153,869,600","18,292",드라마,15세이상관람가,독립/예술영화
3290,토마스와 친구들: 용감한 기관차와 괴물소동,롭 실베스트리,,KBS 미디어,와이드 릴리즈(주),2016-10-13,개봉영화,장편,영국,291,"192,443,400","27,345","37,991,900","4,715",애니메이션,전체관람가,독립/예술영화
3291,어떤 만남,리사 아주엘로스,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2014-07-31,개봉영화,장편,프랑스,39,"211,674,300","27,302","155,225,700","19,563",멜로/로맨스,청소년관람불가,독립/예술영화
3292,라자루스,데이빗 겔브,,(유)조이앤시네마,(유)조이앤시네마,2015-07-02,개봉영화,장편,미국,89,"214,955,800","27,279","73,616,200","8,924",공포(호러),15세이상관람가,일반영화
3293,몬스터 헌트,라맨 허,,"주식회사 루믹스미디어,씨제이이앤엠(주)",(주)와우픽쳐스,2015-11-12,개봉영화,장편,중국,184,"200,197,000","27,257","61,489,300","7,853",판타지,12세이상관람가,독립/예술영화
3294,로스트 인 파리,"도미니크 아벨,피오나 고든",,그린나래미디어(주),그린나래미디어(주),2017-05-18,개봉영화,장편,프랑스,85,"215,575,038","27,203","152,668,838","18,578",멜로/로맨스,12세이상관람가,독립/예술영화
